index,user_prompt,유형,유형_예측,극성,극성_예측,시제,시제_예측,확실성,확실성_예측
9,＂연간 대출 자금 28억원 중 아직 24억원이 남았습니다.＂,대화형,사실형,긍정,미정,현재,현재,확실,확실
6,좋은 스윙을 하기 위한 기본입니다.,대화형,사실형,긍정,긍정,현재,현재,확실,확실
200,모두 최종 조사 결과가 음성으로 나왔음에도 일각에서는 믿지 않는 분위기입니다.,대화형,추론형,긍정,부정,현재,현재,확실,확실
24,이번 호도 코로나19 밥상이 푸짐합니다.,대화형,사실형,긍정,미정,현재,현재,확실,확실
120,4인부터 10인까지 함께할 수 있는 룸도 마련되어 있으니 프라이빗한 식사를 원한다면 참고하자.,대화형,사실형,긍정,미정,현재,현재,확실,확실
101,＂예능과 연기를 병행하는 경우 다들 비슷한 고민과 혼란을 겪을 거라고 생각해요.＂,대화형,추론형,긍정,미정,현재,현재,확실,불확실
114,＇하이 NA EUV＇는 현재 가장 최첨단인 차세대 EUV 노광장비입니다.,대화형,사실형,긍정,긍정,현재,현재,확실,확실
55,좋은 백스윙을 했지만 그래도 좀 더 강하게 볼을 치고 싶은 욕심이 있겠죠,대화형,추론형,긍정,긍정,현재,과거,확실,불확실
33,＂산업계는 지금 전쟁 상황이나 다름없습니다.＂,대화형,추론형,긍정,부정,현재,현재,확실,확실
162,"일단 거울을 이용해 뒤통수, 정수리 속을 주기적으로 살펴보자.",대화형,대화형,긍정,미정,현재,현재,확실,확실
97,연습법도 있죠.,대화형,대화형,긍정,미정,현재,현재,확실,확실
231,"미국의 ＇뭐가 됐든 무조건 다 지원하겠다＇는 번개 같은 결정에 ＇화들짝＇ 놀라 부랴부랴 추진한 모양새라 다소 아쉽지만, 그래도 반가운 소식입니다.",대화형,추론형,긍정,긍정,현재,현재,확실,확실
45,실제로 정당 지지율에 비해 지역구 의원 수가 많은 한국당은 연동형 비례대표제가 시행되면 의석수가 줄어들 가능성이 큽니다.,대화형,추론형,긍정,부정,현재,미래,확실,불확실
73,그런 만큼 두 가지 질문을 진지하게 고민할 시점이 오지 않았나 생각합니다.,대화형,추론형,긍정,미정,현재,현재,확실,불확실
252,＂＇기생충＇이라는 영화는 봉준호 20년 리얼리즘의 완성에 와 있는 작품이죠.＂,대화형,사실형,긍정,긍정,현재,현재,확실,확실
225,2015년 12월의 ＇제로금리＇ 수준으로 돌아간 겁니다.,대화형,사실형,긍정,미정,현재,과거,확실,확실
15,선거철에 정당과 정치인들이 움직이는 것처럼 평소에도 유권자의 마음을 얻기 위해 움직이면 얼마나 좋을까.,대화형,추론형,긍정,미정,현재,현재,확실,불확실
90,북반구의 4분의 1을 덮고 있는 동토층도 같은 운명에 처해 있습니다.,대화형,추론형,긍정,부정,현재,현재,확실,확실
223,＂세상은 선과 악으로 나뉘지.＂,대화형,사실형,긍정,미정,현재,현재,확실,확실
240,"이미 세계 최고 시가총액을 자랑하는 공룡들이 마치 갓 시장에 진입한 스타트업처럼 매년 20~30%씩 매출이 증가하고 있고, 게다가 경제적 위기를 맞아 멸종하지 않으려고 현금도 최대 한도로 끌어올려 둔 모습인 겁니다.",대화형,추론형,긍정,미정,현재,현재,확실,확실
208,＂저는 한국시간으로 생일이었는데 배우로서 최고의 생일이 아니었나 생각됩니다.(조여정)＂,대화형,추론형,긍정,긍정,현재,과거,확실,불확실
19,이런 제도를 왜 만들었나요.,대화형,대화형,긍정,미정,현재,과거,확실,불확실
159,이것으로 2020년 1월 31일 디브리핑을 마치겠습니다.,대화형,사실형,긍정,미정,현재,과거,확실,확실
192,＂아리스토텔레스에 따르면 정치란 결국 인간의 덕성 문제인데 말이다.＂,대화형,추론형,긍정,미정,현재,현재,확실,확실
255,＂아마추어 골퍼들이 클럽을 놓지 못하고 붙잡기 때문에 정확한 임팩트가 나오지 않는다. 임팩트 때 양손을 쭉 펴주면 아마추어 골퍼들이 고민하는 모든 것이 해결될 것＂이라고 알려주네요.,대화형,추론형,긍정,긍정,현재,미래,확실,불확실
181,"시짱 자치구, 칭하이성, 신장 자치구, 인도 카슈미르 일부에 걸친 이 고원의 평균 해발고도는 4500m입니다.",대화형,사실형,긍정,미정,현재,현재,확실,확실
243,＇아 마침내 내 평생 소원이 이뤄지는구나.＇,대화형,사실형,긍정,긍정,현재,현재,확실,확실
182,"과학자들, 특히 바이러스를 연구하는 과학자들은 이 온난화에 주목하고 있습니다.",대화형,사실형,긍정,미정,현재,현재,확실,확실
10,먼저 이 씨의 사례로 살펴보자.,대화형,대화형,긍정,미정,현재,현재,확실,확실
175,대다수 코인이 상승 중인 상황에서 많이 오른 코인이 약간의 조정을 받는 모습입니다.,대화형,사실형,긍정,미정,현재,현재,확실,확실
67,EUV는 반도체 밑그림을 그려주는 장비인 셈이죠.,대화형,사실형,긍정,미정,현재,현재,확실,확실
86,지난 한 주 동안의 암호화폐 동향 살펴보겠습니다.,대화형,대화형,긍정,미정,현재,과거,확실,확실
206,"＂실례인 줄 알면서도, 단지 나만을 위해 살고 있다.＂",대화형,사실형,긍정,미정,현재,현재,확실,확실
25,문재인 대통령과 더불어민주당은 남은 집권 기간에 연립정부를 구성하길 바란다.,대화형,예측형,긍정,미정,현재,미래,확실,불확실
127,초창기 ICO 때와는 달라지고 있습니다.,대화형,사실형,긍정,미정,현재,현재,확실,확실
18,＂좀 주워다 줄래.＂,대화형,대화형,긍정,미정,현재,현재,확실,확실
241,아버지의 유작이죠.,대화형,사실형,긍정,미정,현재,현재,확실,확실
144,아파트가 주거 공간을 넘어생활 공간으로 자리 잡으면서건폐율 낮은 아파트가떠오르고 있는데요!,대화형,대화형,긍정,미정,현재,현재,확실,확실
216,특히 대구 소년의 경우 단순히 한 개인의 운이 나빴던 것으로 치부하기에는 시사하는 바가 너무 큽니다.,대화형,추론형,긍정,부정,현재,현재,확실,확실
68,이것으로 2020년 2월 3일 디브리핑을 마치겠습니다.,대화형,사실형,긍정,미정,현재,과거,확실,확실
108,"비트코인은 1,100만원 돌파를 앞두고 횡보를 이어가고 있습니다.",대화형,사실형,긍정,미정,현재,현재,확실,확실
84,"그 뒤를 이어 최근 가장 강한 상승세를 보이고 있는 아이콘(ICX)이 +14%로 2위를 차지하고 있으며, 대표적인 바이낸스 런치패드 코인인 매틱네트워크(MATIC)와 하모니(ONE)이 그 뒤를 잇고 있습니다.",대화형,사실형,긍정,미정,현재,현재,확실,확실
146,＇툭＇ 끊어 치듯 퍼팅하는 겁니다.,대화형,대화형,긍정,미정,현재,현재,확실,확실
173,갈라게임즈가 한국에 10억달러(한화 약 1조3000억원)의 투자를 하겠다고 밝히기도 했는데. 맞다.,대화형,대화형,긍정,미정,현재,과거,확실,확실
16,덕분에 쾌적한 환경을 원하는사람들에게 인기가 많죠.,대화형,추론형,긍정,긍정,현재,현재,확실,확실
150,부부가 하는 작은 여행사입니다.,대화형,사실형,긍정,미정,현재,현재,확실,확실
0,과연 공주와 단종의 유복자는 관노의 삶을 살았을까.,대화형,대화형,미정,미정,과거,과거,불확실,불확실
1,＇국보 1호＇ 숭례문 현판은 과연 누가 썼을까?,대화형,대화형,미정,미정,과거,과거,불확실,불확실
2,그러나 20세기 초반 미국인들을 더 큰 공포로 몰아넣은 것은 1929년의 대공황이 아니었을까.,대화형,추론형,미정,부정,과거,과거,불확실,불확실
3,대테러 작전이라지만 전쟁을 불사할 만큼 그렇게 긴박한 상황이었을까?,대화형,대화형,미정,부정,과거,과거,불확실,불확실
4,독일 출신 베네딕토 16세와 아르헨티나 출신 프란치스코 교황 사이엔 어떤 일이 있었을까.,대화형,대화형,미정,미정,과거,과거,불확실,불확실
5,볼일을 보고 꼭지만 누르면 그걸로 끝이라고 믿었는가.,대화형,대화형,미정,미정,과거,과거,불확실,불확실
6,서방 학자들이 흔히 범하는 희망적 사고나 확증 편향 오류였을까.,대화형,추론형,미정,부정,과거,과거,불확실,불확실
7,그러면 그중에서 가장 효험이 좋았던 온천은 어디일까.,대화형,대화형,미정,미정,과거,현재,불확실,불확실
8,까마득 잊고 살았던 걸까.,대화형,추론형,미정,미정,과거,과거,불확실,불확실
9,그렇다면 조선군은 형편없는 겁쟁이였을까?,대화형,대화형,미정,부정,과거,과거,불확실,불확실
0,그렇다면 차천로는 과연 어떤 비석을 두고 이런 말을 했던 걸까.,대화형,대화형,미정,미정,과거,과거,확실,불확실
0,한국인 경제력의 25분의 1에 불과한 북한 주민이 정말 인구절벽에 선 대한민국의 마지막 희망인 것일까.,대화형,대화형,미정,부정,미래,현재,불확실,불확실
1,＂5G와 인공지능(AI)의 진화가 가져올 미래는 어떤 모습일까.＂,대화형,대화형,미정,미정,미래,미래,불확실,불확실
2,패스트푸드 시장은 앞으로 어떻게 될까.,대화형,대화형,미정,미정,미래,미래,불확실,불확실
3,불안과 위험스러운 환경이 인간의 뇌로 하여금 편리함과 안전을 선택하게 만드는 미래 사회는 과연 어떠한 모습일까.,대화형,대화형,미정,미정,미래,미래,불확실,불확실
4,남자와 여자는 친구가 될 수 있을까?,대화형,대화형,미정,미정,미래,현재,불확실,불확실
5,＂성동구청과 성동경찰서를 옮겨 왕십리광장과 왕십리역 일대에 비즈니스 타운을 조성할 계획입니다.＂,대화형,사실형,미정,미정,미래,미래,불확실,확실
6,"＇시베리아 역병＇의 사례처럼 우리가 이미 알고 있던 감염병, 혹은 신종 감염병이 동물을 매개로, 혹은 직접 접촉을 통해 전 세계로 확산할 수 있습니다.",대화형,추론형,미정,미정,미래,미래,불확실,불확실
7,토론토 블루제이스 1선발로 2020년 메이저리그를 시작하는 류현진(33)의 올해 성적표는 어떨까.,대화형,대화형,미정,미정,미래,미래,불확실,불확실
8,＂임신부가 감염되면 임신 경과에 어떤 영향을 미치나?＂,대화형,대화형,미정,미정,미래,현재,불확실,불확실
9,그런데 과연 푸드테크협의회에서 대기업과 스타트업 간 협력이 가능할까.,대화형,대화형,미정,미정,미래,현재,불확실,불확실
10,어린애들까지 1인당 10만원씩 나눠 쓴다고 과연 얼마나 소비 진작 효과가 생길까.,대화형,대화형,미정,미정,미래,미래,불확실,불확실
11,한일 관광산업이 직면한 문제의 해법을 한일 협력에서 찾아보는 것은 어떨까.,대화형,대화형,미정,미정,미래,현재,불확실,불확실
12,산속에서 호환을 피할 수는 없을까.,대화형,대화형,미정,미정,미래,현재,불확실,불확실
13,언제쯤 코로나19 관련 기사를 쓰지 않아도 되는 날이 올까요.,대화형,대화형,미정,미정,미래,미래,불확실,불확실
14,＂확진된 영아 옷과 침구류는 재사용이 가능한가?＂,대화형,대화형,미정,미정,미래,현재,불확실,불확실
15,＂확진된 산모와 신생아가 같은 방에서 지내도 되나?＂,대화형,대화형,미정,미정,미래,현재,불확실,불확실
16,PC나 스마트폰이 버벅일 때 어떻게 하는가?,대화형,대화형,미정,미정,미래,현재,불확실,확실
17,"＂네트워크를 업그레이드할 때마다, 새 시즌이 될 때마다 고객에게도 또 다른 서비스를 드려야 하지 않을까요?＂",대화형,대화형,미정,미정,미래,현재,불확실,불확실
18,＂확진 임신부가 태아나 신생아에게 코로나를 전염시킬 수 있나?＂,대화형,대화형,미정,미정,미래,현재,불확실,불확실
19,"또 빙하나 동토가 녹은 물이 토양을 오염시키거나, 강과 호수 등 식수원에 유입될 가능성도 있습니다.",대화형,추론형,미정,부정,미래,미래,불확실,불확실
20,"하지만, 뇌가소성(neuro-plasticity)의 효과일까.",대화형,대화형,미정,미정,미래,현재,불확실,불확실
21,＂모유 수유로 영아에게 코로나가 전염될 위험은?＂,대화형,대화형,미정,미정,미래,현재,불확실,불확실
0,＂호남과 강서에 한재가 들었으니 상을 마련해 곡식을 저장하고 있는 집들에 권유하도록 하십시오.＂,대화형,대화형,미정,미정,미래,현재,확실,확실
1,4일 밤 북쪽 밤하늘에서 무수한 유성우(별똥별)와 조우할 수 있을까.,대화형,대화형,미정,미정,미래,미래,확실,불확실
0,＂새로 개발된 코로나19 검사법은?＂,대화형,대화형,미정,미정,현재,현재,불확실,확실
1,그래도 막상 그곳을 떠올린다면 다르지 않을까.,대화형,추론형,미정,미정,현재,미래,불확실,불확실
2,공짜로 돈을 나눠주겠다는 데 반대할 도민이 과연 있을까.,대화형,대화형,미정,부정,현재,현재,불확실,불확실
